order_id,order_date,product_id,channel,quantity,sales_amount,discount_amount
O-000267,2026-04-24,LR-OIL-004,Naver SmartStore,2,57600.0,6400.0
O-000268,2026-04-24,LR-OIL-004,Kakao Gift,1,30400.0,1600.0
O-000269,2026-04-24,LR-OIL-004,D2C Store,3,91200.0,4800.0
O-000270,2026-04-24,LR-OIL-004,Kakao Gift,1,30400.0,1600.0
O-000271,2026-04-24,LR-OIL-004,D2C Store,2,64000.0,0.0
O-000272,2026-04-24,LR-OIL-004,D2C Store,1,28800.0,3200.0
O-000273,2026-04-24,LR-OIL-004,D2C Store,1,32000.0,0.0
O-000274,2026-04-24,LR-OIL-004,Naver SmartStore,3,96000.0,0.0
O-000275,2026-04-24,LR-OIL-004,Kakao Gift,1,27200.0,4800.0
O-000276,2026-04-24,LR-OIL-004,D2C Store,2,64000.0,0.0
O-000277,2026-04-24,LR-MSK-005,D2C Store,2,72000.0,0.0
O-000278,2026-04-24,LR-MSK-005,Amazon US,1,30600.0,5400.0
O-000279,2026-04-24,LR-MSK-005,D2C Store,2,72000.0,0.0
O-000280,2026-04-24,LR-MSK-005,D2C Store,1,30600.0,5400.0
O-000281,2026-04-24,LR-MSK-005,D2C Store,1,30600.0,5400.0
O-000282,2026-04-24,LR-MSK-005,D2C Store,2,72000.0,0.0
O-000283,2026-04-24,LR-MSK-005,D2C Store,1,34200.0,1800.0
O-000284,2026-04-24,LR-MSK-005,D2C Store,2,72000.0,0.0
O-000285,2026-04-24,LR-MSK-005,D2C Store,2,68400.0,3600.0
O-000286,2026-04-24,LR-MSK-005,D2C Store,2,72000.0,0.0
O-000287,2026-04-24,LR-TON-006,D2C Store,1,31000.0,0.0
O-000288,2026-04-24,LR-TON-006,Naver SmartStore,2,52700.0,9300.0
O-000289,2026-04-24,LR-TON-006,D2C Store,1,31000.0,0.0
O-000290,2026-04-24,LR-TON-006,D2C Store,1,29450.0,1550.0
O-000291,2026-04-24,LR-TON-006,D2C Store,1,27900.0,3100.0
O-000292,2026-04-24,LR-SER-007,D2C Store,1,32300.0,1700.0
O-000293,2026-04-24,LR-SER-007,Amazon US,3,102000.0,0.0
O-000294,2026-04-24,LR-SER-007,D2C Store,1,34000.0,0.0
O-000295,2026-04-24,LR-SER-007,D2C Store,1,30600.0,3400.0
O-000296,2026-04-24,LR-SER-007,Kakao Gift,1,32300.0,1700.0
O-000297,2026-04-24,LR-SER-007,Naver SmartStore,1,30600.0,3400.0
O-000298,2026-04-24,LR-SER-007,Naver SmartStore,1,32300.0,1700.0
O-000299,2026-04-24,LR-SER-007,Naver SmartStore,1,30600.0,3400.0
O-000300,2026-04-24,LR-SER-007,Kakao Gift,2,64600.0,3400.0
O-000301,2026-04-24,LR-KIT-008,D2C Store,1,69000.0,0.0
O-000302,2026-04-24,LR-KIT-008,D2C Store,1,62100.0,6900.0
O-000303,2026-04-24,LR-KIT-008,D2C Store,1,62100.0,6900.0
O-000304,2026-04-24,LR-KIT-008,Amazon US,1,65550.0,3450.0
O-000305,2026-04-24,LR-KIT-008,Kakao Gift,1,58650.0,10350.0
O-000306,2026-04-24,LR-KIT-008,D2C Store,1,62100.0,6900.0
O-000307,2026-04-24,LR-KIT-008,D2C Store,2,124200.0,13800.0
O-000308,2026-04-25,LR-SHP-001,Kakao Gift,1,23200.0,5800.0
O-000309,2026-04-25,LR-SHP-001,Amazon US,2,46400.0,11600.0
O-000310,2026-04-25,LR-SHP-001,Naver SmartStore,2,58000.0,0.0
O-000311,2026-04-25,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-000312,2026-04-25,LR-SHP-001,Naver SmartStore,1,27550.0,1450.0
O-000313,2026-04-25,LR-SHP-001,D2C Store,2,49300.0,8700.0
O-000314,2026-04-25,LR-SHP-001,Kakao Gift,1,29000.0,0.0
O-000315,2026-04-25,LR-SHP-001,D2C Store,1,24650.0,4350.0
O-000316,2026-04-25,LR-SHP-001,Kakao Gift,1,26100.0,2900.0
O-000317,2026-04-25,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000318,2026-04-25,LR-SHP-001,D2C Store,3,87000.0,0.0
O-000319,2026-04-25,LR-SHP-001,D2C Store,1,24650.0,4350.0
O-000320,2026-04-25,LR-SHP-001,Naver SmartStore,1,27550.0,1450.0
O-000321,2026-04-25,LR-SHP-001,Naver SmartStore,3,87000.0,0.0
O-000322,2026-04-25,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000323,2026-04-25,LR-SHP-001,Amazon US,1,29000.0,0.0
O-000324,2026-04-25,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000325,2026-04-25,LR-SHP-001,D2C Store,3,73950.0,13050.0
O-000326,2026-04-25,LR-SHP-001,Amazon US,1,27550.0,1450.0
O-000327,2026-04-25,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000328,2026-04-25,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-000329,2026-04-25,LR-SHP-001,Naver SmartStore,1,27550.0,1450.0
O-000330,2026-04-25,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-000331,2026-04-25,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-000332,2026-04-25,LR-SHP-001,D2C Store,2,58000.0,0.0
O-000333,2026-04-25,LR-SHP-001,D2C Store,2,58000.0,0.0
O-000334,2026-04-25,LR-SHP-001,Kakao Gift,2,58000.0,0.0
O-000335,2026-04-25,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000336,2026-04-25,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-000337,2026-04-25,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-000338,2026-04-25,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000339,2026-04-25,LR-SHP-001,Naver SmartStore,2,55100.0,2900.0
O-000340,2026-04-25,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-000341,2026-04-25,LR-SHP-001,Amazon US,1,27550.0,1450.0
O-000342,2026-04-25,LR-SHP-001,Kakao Gift,1,26100.0,2900.0
O-000343,2026-04-25,LR-SHP-001,Amazon US,1,29000.0,0.0
O-000344,2026-04-25,LR-CND-002,D2C Store,1,27000.0,0.0
O-000345,2026-04-25,LR-CND-002,Kakao Gift,1,25650.0,1350.0
O-000346,2026-04-25,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-000347,2026-04-25,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-000348,2026-04-25,LR-CND-002,Amazon US,1,27000.0,0.0
O-000349,2026-04-25,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-000350,2026-04-25,LR-CND-002,Kakao Gift,1,24300.0,2700.0
O-000351,2026-04-25,LR-CND-002,Naver SmartStore,1,24300.0,2700.0
O-000352,2026-04-25,LR-CND-002,D2C Store,1,27000.0,0.0
O-000353,2026-04-25,LR-CND-002,D2C Store,1,27000.0,0.0
O-000354,2026-04-25,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-000355,2026-04-25,LR-CND-002,Kakao Gift,1,27000.0,0.0
O-000356,2026-04-25,LR-CND-002,D2C Store,1,24300.0,2700.0
